일련번호,최대승객수,최대선원수,출입항명,낚시어선영업구역명,낚시어선영업장소명,영업장소특수주소
19265,4,1,다포항,경상남도 연해,여차항,
19266,5,1,장승포항,경상남도 연해,장승포항,
19267,4,1,도장포항,경상남도 연해,도장포항,
19268,4,1,하청면,경상남도 연해,실전항,
19269,3,1,거제시 신현읍,경상남도 연해,법동항,
19270,4,1,광리항,경상남도 연해,광리항,
19271,8,1,남부면 다대항,경상남도 연해,다대항,
19272,3,1,거제시 거제면,경상남도연해,아지랑항,
19273,3,1,하청면 유계항,경상남도연해,유계항,
19274,11,1,안흥외항,,,
19275,11,1,통개항,충남해상,통개항,
19276,11,1,통개항,충남해상,통개항,
19277,15,1,안면 외도항,,안면외도항,
19278,18,,모항항,충남해상,모항항,
19279,11,1,안흥내항,충남해상,안흥항,
19280,15,1,안흥내항,충남해상,안흥내항,
19281,11,1,안흥외항,충남해상,안흥항,
19282,5,1,마검포항,충남해상,마검포항,
19283,10,1,만리포항,충남해상,만리포항,
19284,3,1,황포항,충남해상,황포항,
19285,14,1,황포항,충남해상,황포항,
19286,11,1,남면 당암,충남해상,남면당암항,
19287,11,1,,안흥항,안흥항,
19288,3,1,몽대포항,몽대포항,몽대포항,
19289,11,1,,모항항,모항항,
19290,16,1,의점항,충남해상,,
19291,8,1,,,,
19292,17,1,,안면읍 방포항,충청남도 해상일원,
19293,17,1,포항시 영일만항,경상북도  연안일원,경상북도 포항시 북구 흥해읍 용한리,
19294,7,1,포항시 장기면,경상북도  연안일원,경상북도 포항시 남구 장기면 두원리 두원리 연안 및 경주시 오류리 연안일원,
19295,9,1,형산강 하구,경상북도  연안일원,경상북도 포항시 남구 해도동,
19296,8,1,형산강 하구,경상북도  연안일원,경상북도 포항시 남구 해도동,
19297,7,1,형산강하구,경상북도  연안일원,경상북도 포항시 남구 해도동,
19298,6,1,48310000,,,
19299,11,1,48310330,경상남도연해,,
19300,11,1,48310330,경상남도연해,,
19301,4,1,48310340,경상남도연해,거제시연안,
19302,4,1,,,,
19303,,,포항시 장기면,경상북도 연해,포항시 남구 장기면 계원2리항,
19304,5,1,송도동,,,
19305,6,1,해도동,,,
19306,4,1,해도동,,,
19307,9,1,흥해읍 용한1리,,,
19308,5,1,흥해읍 용한1리,,,
19309,15,1,,인천광역시 및 경기도해역 일원,만석부두,
19310,11,1,거제시 남부면,경상남도 연해,근포항,
19311,4,1,옥림항,경상남도 연해,옥림항,
19312,5,1,거제시 남부면,경상남도 연해,명사항,
19313,8,1,일운면 옥림항,경상남도 연해,옥림항,
19314,7,1,구룡포항,경상북도  연안일원,,
19315,7,1,,경상북도  연안일원,,
19316,4,1,오도항,경상북도  연안일원,경상북도 포항시 북구 흥해읍 오도리 251번지,
19317,9,1,송도선착장,경상북도  연안일원,경상북도 포항시남구 송도동 송도선착장,송도선착장
19318,8,1,송도선착장,경상북도  연안일원,경상북도 포항시남구 송도동 송도선착장,송도선착장
19319,20,2,,인천광역시 및 경기도해역 일원,인천광역시 및 경기도해역 일원,
19320,11,1,망치항,경상남도 연안,망치항,
19321,11,1,일운면 구조라항,경상남도 연안,구조라항,
19322,9,1,구조라항,경상남도 연해,구조라항,
19323,4,1,옥포동,경상남도 연안,옥포항,
19324,4,1,능포항,경상남도 연안,덕포항,
19325,6,1,남부면저구항,경상남도연안,남부면 저구항,
19326,5,1,오수항,경상남도 연안,죽림항,
19327,8,1,지세포항,경상남도 연안,지세포항,
19328,7,1,와현항,경상남도 연안,예구항,
19329,4,1,하청면,경상남도 연안,실전항,
19330,7,1,송진포항,경상남도 연안,궁농항,
19331,5,1,지세포항,경상남도 연안,지세포항,
19332,4,1,법동항,경상남도 연안,아지랑 항,
19333,4,1,법동항,경상남도 연안,아지랑 항,
19334,4,1,다포항,경상남도 연안,여차항,
19335,3,1,내간항,경상남도 연안,내간항,
19336,5,1,,경상남도 연안,견내량 항,
19337,17,2,성내항,경상남도 연안,저구항,
19338,4,1,옥포항,경상남도 연안,옥포항,
19339,4,1,사등면,경상남도 연안,성포항,
19340,15,1,안흥외항,,,
19341,15,1,안흥내항,충남해상,안흥내항,
19342,21,1,만석부두,인천광역시 및 경기도해역 일원,만석부두,
19343,14,2,인천동구,인천광역시 및 경기도해역 일원,만석부두,
19344,20,2,만석부두,인천광역시 및 경기도해역 일원,연안부두 1잔교,
19345,12,2,만석부두,인천광역시 및 경기도 해역,인천광역시 및 경기도 해역,
19346,15,2,만석부두,인천광역시 및 경기도 해역,인천광역시 및 경기도 해역,
19347,20,2,만석부두,인천광역시 및 경기도 해역,인천광역시 및 경기도 해역,
19348,12,2,만석부두,인천광역시 및 경기도 해역,인천광역시 및 경기도 해역,
19349,17,1,28140000,인천광역시 및 경기도 해역 일원,인천광역시 및 경기도 해역 일원,
19350,17,2,,인천광역시 및 경기도해역 일원,인천광역시 및 경기도해역 일원,
19351,21,1,구룡포읍 구평항,경상북도  연안일원,경상북도 포항시 남구 구룡포읍 구평리,
19352,9,1,형산강 하구,경북  연안일원(포항시),경상북도 포항시 남구 해도동,
19353,11,1,장기면 양포항,경상북도  연안일원,,
19354,8,1,장기면 양포항,경상북도  연안일원,,
19355,11,1,흥해읍 영일만항,경상북도  연안일원,,
19356,15,1,이가리항,경상북도  연안일원,경상북도 포항시 북구 청하면 이가리,
19357,10,1,장기면 양포항,경상북도  연안일원,,
19358,15,1,석병2리항,경상북도  연안일원,경상북도 포항시 남구 구룡포읍 석병리,
19359,7,1,장기면 양포리항,경상북도  연안일원,,
19360,11,1,,경상북도  연안일원,경상북도 포항시 남구 장기면 양포리,
19361,6,1,동부면 가배항,경상남도 연해,함박항,
19362,4,1,장목항,경상남도 연해,장목항,
19363,4,1,사등면,경상남도 연해,광리항,
19364,8,1,궁농항,경상남도 연안,장목면 궁농항,
19365,5,1,거제시 사등면,경상남도 연안,사등면 덕호항,
19366,4,1,사등면 청곡항,경상남도 연안,사등면 청곡항,
19367,6,1,대금항,경상남도 연안,대금항,
19368,9,1,천리포항,,,
23423,6,1,,,안인진항,
19369,17,1,안흥내항,충남해상,안흥항,
19370,4,1,둔덕면 어구항,경상남도연해,어구항,
19371,5,1,거제시 일운면,경상남도연해,와현항,
19372,4,1,장목항,경상남도연해,장목항,
19373,11,1,,경상북도  연안일원,경상북도 포항시 남구 해도동,
19374,9,1,,경상북도  연안일원,,
19375,11,1,형산강하구,경상북도  연안일원,경상북도 포항시 남구 해도동,
19376,15,1,용한리항,경상북도  연안일원,경상북도 포항시 북구 흥해읍 용한리,
19377,15,1,둔덕면 술역항,경상남도연해,호곡항,
19378,11,1,거제시 거제면,경상남도연해,대포항,
19379,11,1,사등면,경상남도연해,견내량항,
19380,3,1,다포항,경상남도연해,여차항,
19381,4,1,다포항,경상남도연해,여차항,
19382,20,2,거제시 남부면,경상남도연해,명사항,
19383,4,1,거제시 사등면,경상남도연해,성포항,
19384,17,1,남부면,경상남도연해,저구항,
19385,4,1,남부면 다대항,경상남도연해,다대항,
19386,11,1,다대항,경상남도연해,다대항,
19387,9,1,거제시 장목면,경상남도연해,외포항,
19388,4,1,법동항,경상남도연해,아지랑항,
19389,3,1,법동항,경상남도연해,아지랑항,
19390,8,1,장평항,경상남도연해,장평항,
19391,11,1,거제시 남부면,경상남도연해,근포항,
19392,11,1,거제시 남부면,경상남도연해,대포항,
19393,4,1,오비항,경상남도연해,탑포항,
19394,11,1,거제시 하청면,경상남도연해,송포항,
19395,4,1,일운면,경상남도연해,옥림항,
19396,9,1,다포항,경상남도연해,여차항,
19397,11,1,옹진군 자월면,인천광역시  연안일원,,
19398,16,1,옹진군 영흥면,인천광역시  연안일원,,
19399,8,1,,인천광역시  연안일원,,
19400,7,1,,인천광역시  연안일원,,
19401,5,1,,인천광역시  연안일원,,
19402,7,1,,인천광역시  연안일원,,
19403,8,1,,인천광역시  연안일원,,
19404,6,1,,인천광역시  연안일원,,
19405,7,1,장기면 양포항,경상북도  연안일원,,
19406,8,1,구룡포항,경상북도  연안일원,경상북도 포항시 남구 구룡포읍 구룡포리 952번지,
19407,4,1,갈곶항,경상남도 연해,갈곶항,
19408,8,1,거제시 사등면,경상남도 연해,견내량항,
19409,15,1,,경상북도  연안일원,,
19410,8,1,다포항,경상남도 연해,다포항,
19411,4,1,법동항,경상남도 연해,아지랑항,
19412,4,1,법동항,경상남도 연해,아지랑항,
19413,6,1,지세포항,경상남도,거제시,
19414,6,1,견내량항,경상남도 연안,견내량항,
19415,6,1,대금항,경상남도 연안,대금항,
19416,4,1,저구항,경상남도 연안,저구항,
19417,4,1,명사항,경상남도 연안,명사항,
19418,8,1,저구항,경상남도연안,남부면 저구항,
19419,6,1,갈곶항,경상남도연안,남부면 갈곶항,
19420,6,1,지세포항,경상남도 연안,일운면 지세포항,
19421,5,1,지세포항,경상남도 연안,지세포항,
19422,10,2,구룡포읍 삼정3리항,경상북도  연안일원,경상북도 포항시 남구 구룡포읍 삼정리,
19423,9,1,송도선착장,경상북도  연안일원,경상북도 포항시남구 송도동 송도선착장,송도선착장
19424,,,포항시 남구 형산강 하구,경상북도  연안일원,경상북도 포항시남구 해도동,
19425,11,1,,경상북도  연안일원,경상북도 포항시남구 구룡포읍 구평리,
19426,5,1,청하면 청진2리항,경상북도  연안일원,경상북도 포항시북구 청하면 청진리 (청진2리항),(청진2리항)
19427,3,1,포항시 남구 장기면,경상북도  연안일원,경상북도 포항시남구 장기면 신창리,
19428,18,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 494번지,
19429,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 산 7번지,
19430,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 중성리 114번지,
19431,,,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 473번지,
19432,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 죽천리 279번지,
19433,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 죽천리 279번지,
19434,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 151번지,
19435,11,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 490번지,
19436,10,1,용한항,경상북도  연안일원,경상북도 포항시북구 흥해읍 용한리 473번지,
19437,8,1,형산강하구,경상북도  연안일원,경상북도 포항시 남구 해도동,
19438,11,1,인천 연수,,,
19439,16,2,인천 동구,인천 및 경기도,인천 중구 연안부두 제1잔교,
19440,,,인천 연수구,인천 및 경기도 해안일원,중구 북성항,
19441,8,1,,인천 및 경기도해안일원,옹진군 자월면 이작도,
19442,21,1,연수구,인천 및 경기도해안일원,인천 연안부두 제1잔교,
19443,10,1,인천 서구,인천 및 경기도,연안부두 제1잔교,
